session_code_n,id_in_group,round_number,color_n,score,actionType_n,new_color_n,delete_player_n,add_player_n,linked_neighbors,graph_size,hist_color,hist_neighbor,hist_skip,num_of_neighbor
2,9,11,0,100,1,996,996,996,"6,7,10,12,13,18",21,0.1,0.2,0.7,6
2,10,11,2,100,1,996,996,996,"7,9,12,13,4",21,0.2,0.1,0.7,5
2,11,11,2,100,1,996,996,996,"8,20,1,12,13,7",21,0.6,0.1,0.3,6
2,12,11,1,100,1,996,996,996,"9,10,11,16,20,3,4,14,15,5",21,0.1,0.1,0.8,10
2,13,11,1,100,1,996,996,996,"10,11,9,3,14,15,16",21,0.1,0.0,0.9,7
2,14,11,3,75,0,0,996,996,"12,13,8,1,15,16,17,20",21,0.4,0.1,0.5,8
2,15,11,2,100,1,996,996,996,"12,13,14,4,3,17,19",21,0.1,0.1,0.8,7
2,16,11,2,100,1,996,996,996,"13,14,20,17,18,19,12",21,0.1,0.1,0.8,7
2,17,11,1,100,1,996,996,996,"14,15,16,20,18",21,0.4,0.0,0.6,5
2,18,11,3,100,1,996,996,996,"16,17,4,9,19,21",21,0.0,0.0,1.0,6
2,19,11,1,100,1,996,996,996,"16,18,2,15,20,8",21,0.2,0.1,0.7,6
2,20,11,3,88,2,996,14,9,"19,14,21,4,12,16,11,17",21,0.0,0.5,0.5,8
2,21,11,1,100,0,0,996,996,"18,20,1,6,3",21,0.1,0.8,0.1,5
2,1,12,3,100,1,996,996,996,"5,7,11,21,14",21,0.0,0.55,0.45,5
2,2,12,2,100,1,996,996,996,"3,4,19",21,0.09,0.09,0.82,3
2,3,12,3,100,1,996,996,996,"2,4,8,21,5,12,13,15",21,0.0,0.36,0.64,8
2,4,12,0,100,1,996,996,996,"2,20,10,7,12,3,18,15",21,0.09,0.45,0.45,8
2,5,12,0,100,1,996,996,996,"3,12,6,7,1",21,0.18,0.09,0.73,5
2,6,12,3,100,1,996,996,996,"5,21,7,8,9",21,0.0,0.0,1.0,5
2,7,12,1,100,1,996,996,996,"4,5,6,1,11,9,10",21,0.18,0.09,0.73,7
2,8,12,0,80,0,3,996,996,"6,19,11,14,3",21,0.18,0.27,0.55,5
2,9,12,0,100,1,996,996,996,"6,7,20,10,12,13,18",21,0.09,0.18,0.73,7
2,10,12,2,100,2,996,12,21,"7,9,12,13,4",21,0.18,0.09,0.73,5
2,11,12,2,100,1,996,996,996,"8,20,1,12,13,7",21,0.55,0.09,0.36,6
2,12,12,1,100,1,996,996,996,"9,10,11,16,20,3,4,14,15,5",21,0.09,0.09,0.82,10
2,13,12,1,100,1,996,996,996,"10,11,9,3,14,15,16",21,0.09,0.0,0.91,7
2,14,12,0,86,0,3,996,996,"12,13,8,1,15,16,17",21,0.45,0.09,0.45,7
2,15,12,2,100,1,996,996,996,"12,13,14,4,3,17,19",21,0.09,0.09,0.82,7
2,16,12,2,100,1,996,996,996,"13,14,20,17,18,19,12",21,0.09,0.09,0.82,7
2,17,12,1,100,1,996,996,996,"14,15,16,20,18",21,0.36,0.0,0.64,5
2,18,12,3,100,1,996,996,996,"16,17,4,9,19,21",21,0.0,0.0,1.0,6
2,19,12,1,100,1,996,996,996,"16,18,2,15,20,8",21,0.18,0.09,0.73,6
2,20,12,3,100,1,996,996,996,"19,21,4,12,16,11,17,9",21,0.0,0.55,0.45,8
2,21,12,0,100,0,2,996,996,"18,20,1,6,3",21,0.18,0.73,0.09,5
2,1,13,3,80,1,996,996,996,"5,7,11,21,14",21,0.0,0.5,0.5,5
2,2,13,2,100,1,996,996,996,"3,4,19",21,0.08,0.08,0.83,3
2,3,13,3,88,1,996,996,996,"2,4,8,21,5,12,13,15",21,0.0,0.33,0.67,8
2,4,13,0,100,2,996,10,16,"2,20,10,7,12,3,18,15",21,0.08,0.42,0.5,8
2,5,13,0,100,1,996,996,996,"3,12,6,7,1",21,0.17,0.08,0.75,5
2,6,13,3,80,1,996,996,996,"5,21,7,8,9",21,0.0,0.0,1.0,5
2,7,13,1,100,1,996,996,996,"4,5,6,1,11,9,10",21,0.17,0.08,0.75,7
2,8,13,3,40,2,996,11,18,"6,19,11,14,3",21,0.25,0.25,0.5,5
2,9,13,0,100,1,996,996,996,"6,7,20,10,12,13,18",21,0.08,0.17,0.75,7
2,10,13,2,80,0,3,996,996,"7,9,13,4,21",21,0.17,0.17,0.67,5
2,11,13,2,100,0,0,996,996,"8,20,1,12,13,7",21,0.5,0.08,0.42,6
2,12,13,1,100,1,996,996,996,"9,11,16,20,3,4,14,15,5",21,0.08,0.08,0.83,9
2,13,13,1,100,1,996,996,996,"10,11,9,3,14,15,16",21,0.08,0.0,0.92,7
2,14,13,3,71,1,996,996,996,"12,13,8,1,15,16,17",21,0.5,0.08,0.42,7
2,15,13,2,100,1,996,996,996,"12,13,14,4,3,17,19",21,0.08,0.08,0.83,7
2,16,13,2,100,1,996,996,996,"13,14,20,17,18,19,12",21,0.08,0.08,0.83,7
2,17,13,1,100,1,996,996,996,"14,15,16,20,18",21,0.33,0.0,0.67,5
2,18,13,3,100,1,996,996,996,"16,17,4,9,19,21",21,0.0,0.0,1.0,6
2,19,13,1,100,1,996,996,996,"16,18,2,15,20,8",21,0.17,0.08,0.75,6
2,20,13,3,100,1,996,996,996,"19,21,4,12,16,11,17,9",21,0.0,0.5,0.5,8
2,21,13,2,83,2,996,10,8,"18,20,1,10,6,3",21,0.25,0.67,0.08,6
2,1,14,3,80,1,996,996,996,"5,7,11,21,14",21,0.0,0.46,0.54,5
2,2,14,2,100,1,996,996,996,"3,4,19",21,0.08,0.08,0.85,3
2,3,14,3,88,1,996,996,996,"2,4,8,21,5,12,13,15",21,0.0,0.31,0.69,8
2,4,14,0,100,2,996,18,10,"2,20,7,12,3,18,15,16",21,0.08,0.46,0.46,8
2,5,14,0,100,1,996,996,996,"3,12,6,7,1",21,0.15,0.08,0.77,5
2,6,14,3,80,1,996,996,996,"5,21,7,8,9",21,0.0,0.0,1.0,5
2,7,14,1,100,1,996,996,996,"4,5,6,1,11,9,10",21,0.15,0.08,0.77,7
2,8,14,3,33,2,996,19,20,"6,19,21,14,3,18",21,0.23,0.31,0.46,6
2,9,14,0,100,1,996,996,996,"6,7,20,10,12,13,18",21,0.08,0.15,0.77,7
2,10,14,3,100,1,996,996,996,"7,9,13",21,0.23,0.15,0.62,3
2,11,14,0,100,1,996,996,996,"20,1,12,13,7",21,0.54,0.08,0.38,5
2,12,14,1,100,1,996,996,996,"9,11,16,20,3,4,14,15,5",21,0.08,0.08,0.85,9
2,13,14,1,100,1,996,996,996,"10,11,9,3,14,15,16",21,0.08,0.0,0.92,7
2,14,14,3,71,1,996,996,996,"12,13,8,1,15,16,17",21,0.46,0.08,0.46,7
2,15,14,2,100,1,996,996,996,"12,13,14,4,3,17,19",21,0.08,0.08,0.85,7
2,16,14,2,100,1,996,996,996,"13,14,20,4,17,18,19,12",21,0.08,0.08,0.85,8
2,17,14,1,100,1,996,996,996,"14,15,16,20,18",21,0.31,0.0,0.69,5
2,18,14,3,86,1,996,996,996,"16,17,4,9,8,19,21",21,0.0,0.0,1.0,7
2,19,14,1,100,1,996,996,996,"16,18,2,15,20,8",21,0.15,0.08,0.77,6
2,20,14,3,100,1,996,996,996,"19,21,4,12,16,11,17,9",21,0.0,0.46,0.54,8
2,21,14,2,100,1,996,996,996,"18,20,1,6,3,8",21,0.23,0.69,0.08,6
2,1,15,3,80,1,996,996,996,"5,7,11,21,14",21,0.0,0.43,0.57,5
2,2,15,2,100,1,996,996,996,"3,4,19",21,0.07,0.07,0.86,3
2,3,15,3,88,1,996,996,996,"2,4,8,21,5,12,13,15",21,0.0,0.29,0.71,8
2,4,15,0,100,1,996,996,996,"2,20,7,12,3,15,16,10",21,0.07,0.5,0.43,8
2,5,15,0,100,1,996,996,996,"3,12,6,7,1",21,0.14,0.07,0.79,5
2,6,15,3,80,1,996,996,996,"5,21,7,8,9",21,0.0,0.0,1.0,5
2,7,15,1,100,1,996,996,996,"4,5,6,1,11,9,10",21,0.14,0.07,0.79,7
2,8,15,3,17,1,996,996,996,"6,21,14,3,18,20",21,0.21,0.36,0.43,6
2,9,15,0,100,1,996,996,996,"6,7,20,10,12,13,18",21,0.07,0.14,0.79,7
2,10,15,3,100,1,996,996,996,"7,9,4,13",21,0.21,0.14,0.64,4
2,11,15,0,100,1,996,996,996,"20,1,12,13,7",21,0.5,0.07,0.43,5
2,12,15,1,100,1,996,996,996,"9,11,16,20,3,4,14,15,5",21,0.07,0.07,0.86,9
2,13,15,1,100,1,996,996,996,"10,11,9,3,14,15,16",21,0.07,0.0,0.93,7
2,14,15,3,71,0,0,996,996,"12,13,8,1,15,16,17",21,0.43,0.07,0.5,7
2,15,15,2,100,1,996,996,996,"12,13,14,4,3,17,19",21,0.07,0.07,0.86,7
2,16,15,2,100,1,996,996,996,"13,14,20,4,17,18,19,12",21,0.07,0.07,0.86,8
2,17,15,1,100,1,996,996,996,"14,15,16,20,18",21,0.29,0.0,0.71,5
2,18,15,3,83,1,996,996,996,"16,17,9,8,19,21",21,0.0,0.0,1.0,6
2,19,15,1,100,1,996,996,996,"16,18,2,15,20",21,0.14,0.07,0.79,5
2,20,15,3,89,1,996,996,996,"19,8,21,4,12,16,11,17,9",21,0.0,0.43,0.57,9
2,21,15,2,100,1,996,996,996,"18,20,1,6,3,8",21,0.21,0.64,0.14,6
3,1,1,3,0,0,2,996,996,"2,3,4,14,15,16",16,0.0,0.0,0.0,6
3,2,1,3,0,1,996,996,996,"1,3,4,5,15,16",16,0.0,0.0,0.0,6
3,3,1,3,0,0,2,996,996,"1,2,4,5,6,16",16,0.0,0.0,0.0,6
3,4,1,3,0,0,2,996,996,"1,2,3,5,6,7",16,0.0,0.0,0.0,6
3,5,1,3,0,0,0,996,996,"2,3,4,6,7,8",16,0.0,0.0,0.0,6
3,6,1,3,0,2,996,3,10,"3,4,5,7,8,9",16,0.0,0.0,0.0,6
3,7,1,3,0,0,0,996,996,"4,5,6,8,9,10",16,0.0,0.0,0.0,6
3,8,1,3,0,0,1,996,996,"5,6,7,9,10,11",16,0.0,0.0,0.0,6
3,9,1,3,0,0,1,996,996,"6,7,8,10,11,12",16,0.0,0.0,0.0,6
3,10,1,3,0,0,2,996,996,"7,8,9,11,12,13",16,0.0,0.0,0.0,6
3,11,1,3,0,0,1,996,996,"8,9,10,12,13,14",16,0.0,0.0,0.0,6
3,12,1,3,0,0,1,996,996,"9,10,11,13,14,15",16,0.0,0.0,0.0,6
3,13,1,3,0,0,1,996,996,"10,11,12,14,15,16",16,0.0,0.0,0.0,6
3,14,1,3,0,1,996,996,996,"1,11,12,13,15,16",16,0.0,0.0,0.0,6
3,15,1,3,0,0,2,996,996,"1,2,12,13,14,16",16,0.0,0.0,0.0,6
3,16,1,3,0,0,1,996,996,"1,2,3,13,14,15",16,0.0,0.0,0.0,6
3,1,2,2,50,0,0,996,996,"2,3,4,14,15,16",16,1.0,0.0,0.0,6
3,2,2,3,100,0,2,996,996,"1,3,4,5,15,16",16,0.0,0.0,1.0,6
3,3,2,2,60,0,3,996,996,"1,2,4,5,16",16,1.0,0.0,0.0,5
3,4,2,2,67,2,996,2,15,"1,2,3,5,6,7",16,1.0,0.0,0.0,6
3,5,2,0,83,2,996,7,14,"2,3,4,6,7,8",16,1.0,0.0,0.0,6
3,6,2,3,100,0,0,996,996,"4,5,7,8,9,10",16,0.0,1.0,0.0,6
3,7,2,0,83,2,996,5,1,"4,5,6,8,9,10",16,1.0,0.0,0.0,6
3,8,2,1,67,1,996,996,996,"5,6,7,9,10,11",16,1.0,0.0,0.0,6
3,9,2,1,50,2,996,12,2,"6,7,8,10,11,12",16,1.0,0.0,0.0,6
3,10,2,2,100,1,996,996,996,"7,8,9,6,11,12,13",16,1.0,0.0,0.0,7
3,11,2,1,33,1,996,996,996,"8,9,10,12,13,14",16,1.0,0.0,0.0,6
3,12,2,1,50,0,0,996,996,"9,10,11,13,14,15",16,1.0,0.0,0.0,6
3,13,2,1,50,0,3,996,996,"10,11,12,14,15,16",16,1.0,0.0,0.0,6
3,14,2,3,100,1,996,996,996,"1,11,12,13,15,16",16,0.0,0.0,1.0,6
3,15,2,2,83,1,996,996,996,"1,2,12,13,14,16",16,1.0,0.0,0.0,6
3,16,2,1,83,0,0,996,996,"1,2,3,13,14,15",16,1.0,0.0,0.0,6
3,1,3,0,71,1,996,996,996,"7,2,3,4,14,15,16",16,1.0,0.0,0.0,7
3,2,3,2,83,0,0,996,996,"1,9,3,5,15,16",16,0.5,0.0,0.5,6
3,3,3,3,100,1,996,996,996,"1,2,4,5,16",16,1.0,0.0,0.0,5
3,4,3,2,83,0,3,996,996,"1,3,5,6,7,15",16,0.5,0.5,0.0,6
3,5,3,0,80,2,996,6,13,"2,3,4,6,8",16,0.5,0.5,0.0,5
3,6,3,0,67,1,996,996,996,"4,5,7,8,9,10",16,0.5,0.5,0.0,6
3,7,3,0,67,0,3,996,996,"4,6,8,9,10,1",16,0.5,0.5,0.0,6
3,8,3,1,67,0,3,996,996,"5,6,7,9,10,11",16,0.5,0.0,0.5,6
3,9,3,1,67,2,996,11,3,"6,7,8,10,11,2",16,0.5,0.5,0.0,6
3,10,3,2,100,0,0,996,996,"7,8,9,6,11,12,13",16,0.5,0.0,0.5,7
3,11,3,1,67,2,996,9,3,"8,9,10,12,13,14",16,0.5,0.0,0.5,6
3,12,3,0,100,1,996,996,996,"10,11,13,14,15",16,1.0,0.0,0.0,5
3,13,3,3,83,1,996,996,996,"10,11,12,14,15,16",16,1.0,0.0,0.0,6
3,14,3,3,83,2,996,13,6,"1,11,12,13,15,16",16,0.0,0.0,1.0,6
3,15,3,2,71,0,1,996,996,"1,2,12,13,14,4,16",16,0.5,0.0,0.5,7
3,16,3,0,83,0,1,996,996,"1,2,3,13,14,15",16,1.0,0.0,0.0,6
3,1,4,0,86,0,2,996,996,"7,2,3,4,14,15,16",16,0.67,0.0,0.33,7
3,2,4,0,67,0,1,996,996,"1,9,3,5,15,16",16,0.67,0.0,0.33,6
3,3,4,3,86,2,996,4,10,"1,2,9,11,4,5,16",16,0.67,0.0,0.33,7
3,4,4,3,67,2,996,3,11,"1,3,5,6,7,15",16,0.67,0.33,0.0,6
3,5,4,0,80,0,2,996,996,"2,3,4,8,13",16,0.33,0.67,0.0,5
3,6,4,0,83,0,3,996,996,"4,14,7,8,9,10",16,0.33,0.33,0.33,6
3,7,4,3,67,0,2,996,996,"4,6,8,9,10,1",16,0.67,0.33,0.0,6
3,8,4,3,83,1,996,996,996,"5,6,7,9,10,11",16,0.67,0.0,0.33,6
3,9,4,1,100,2,996,7,13,"6,7,8,10,2,3",16,0.33,0.67,0.0,6
3,10,4,0,71,1,996,996,996,"7,8,9,6,11,12,13",16,0.67,0.0,0.33,7
3,11,4,1,100,1,996,996,996,"8,10,12,13,14,3",16,0.33,0.33,0.33,6
3,12,4,0,80,1,996,996,996,"10,11,13,14,15",16,0.67,0.0,0.33,5
3,13,4,3,100,1,996,996,996,"10,11,12,5,15,16",16,0.67,0.0,0.33,6
3,14,4,3,100,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.33,0.67,6
3,15,4,1,86,0,2,996,996,"1,2,12,13,14,4,16",16,0.67,0.0,0.33,7
3,16,4,1,83,2,996,15,6,"1,2,3,13,14,15",16,1.0,0.0,0.0,6
3,1,5,2,71,1,996,996,996,"7,2,3,4,14,15,16",16,0.75,0.0,0.25,7
3,2,5,1,67,0,2,996,996,"1,9,3,5,15,16",16,0.75,0.0,0.25,6
3,3,5,3,100,1,996,996,996,"1,2,9,11,5,16,10",16,0.5,0.25,0.25,7
3,4,5,3,83,0,2,996,996,"1,5,6,7,15,11",16,0.5,0.5,0.0,6
3,5,5,2,100,1,996,996,996,"2,3,4,8,13",16,0.5,0.5,0.0,5
3,6,5,3,57,2,996,4,11,"4,14,16,7,8,9,10",16,0.5,0.25,0.25,7
3,7,5,2,80,2,996,1,11,"4,6,8,10,1",16,0.75,0.25,0.0,5
3,8,5,3,83,1,996,996,996,"5,6,7,9,10,11",16,0.5,0.0,0.5,6
3,9,5,1,83,2,996,2,5,"6,8,10,2,3,13",16,0.25,0.75,0.0,6
3,10,5,0,88,0,3,996,996,"7,8,9,6,3,11,12,13",16,0.5,0.0,0.5,8
3,11,5,1,100,1,996,996,996,"8,10,4,12,13,14,3",16,0.25,0.25,0.5,7
3,12,5,0,80,2,996,10,1,"10,11,13,14,15",16,0.5,0.0,0.5,5
3,13,5,3,100,1,996,996,996,"10,11,12,5,9,15,16",16,0.5,0.0,0.5,7
3,14,5,3,83,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.25,0.75,6
3,15,5,2,83,1,996,996,996,"1,2,12,13,14,4",16,0.75,0.0,0.25,6
3,16,5,1,83,2,996,2,10,"1,2,3,13,14,6",16,0.75,0.25,0.0,6
3,1,6,2,57,2,996,4,9,"12,2,3,4,14,15,16",16,0.6,0.0,0.4,7
3,2,6,2,25,1,996,996,996,"1,3,5,15",16,0.8,0.0,0.2,4
3,3,6,3,86,0,0,996,996,"1,2,9,11,5,16,10",16,0.4,0.2,0.4,7
3,4,6,2,20,2,996,5,2,"1,5,7,15,11",16,0.6,0.4,0.0,5
3,5,6,2,67,0,1,996,996,"2,3,4,9,8,13",16,0.4,0.4,0.2,6
3,6,6,3,57,0,2,996,996,"14,16,7,8,9,10,11",16,0.4,0.4,0.2,7
3,7,6,2,80,2,996,4,12,"4,6,8,10,11",16,0.6,0.4,0.0,5
3,8,6,3,67,0,0,996,996,"5,6,7,9,10,11",16,0.4,0.0,0.6,6
3,9,6,1,100,1,996,996,996,"6,8,10,3,13,5",16,0.2,0.8,0.0,6
3,10,6,3,50,0,1,996,996,"7,8,9,6,3,16,11,13",16,0.6,0.0,0.4,8
3,11,6,1,100,1,996,996,996,"8,10,4,6,7,12,13,14,3",16,0.2,0.2,0.6,9
3,12,6,0,100,1,996,996,996,"11,13,14,15,1",16,0.4,0.2,0.4,5
3,13,6,3,86,1,996,996,996,"10,11,12,5,9,15,16",16,0.4,0.0,0.6,7
3,14,6,3,83,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.2,0.8,6
3,15,6,2,50,2,996,2,9,"1,2,12,13,14,4",16,0.6,0.0,0.4,6
3,16,6,1,100,1,996,996,996,"1,3,13,14,6,10",16,0.6,0.4,0.0,6
3,1,7,2,71,2,996,15,13,"12,2,3,14,15,16,9",16,0.5,0.17,0.33,7
3,2,7,2,50,0,1,996,996,"1,4,3,5",16,0.67,0.0,0.33,4
3,3,7,0,100,1,996,996,996,"1,2,9,11,5,16,10",16,0.5,0.17,0.33,7
3,4,7,2,33,0,0,996,996,"15,11,2",16,0.5,0.5,0.0,3
3,5,7,1,80,2,996,9,12,"2,3,9,8,13",16,0.5,0.33,0.17,5
3,6,7,2,86,0,0,996,996,"14,16,7,8,9,10,11",16,0.5,0.33,0.17,7
3,7,7,2,80,0,3,996,996,"6,8,10,11,12",16,0.5,0.5,0.0,5
3,8,7,0,100,1,996,996,996,"5,6,7,9,10,11",16,0.5,0.0,0.5,6
3,9,7,1,75,2,996,5,12,"6,8,1,15,10,3,13,5",16,0.17,0.67,0.17,8
3,10,7,1,62,1,996,996,996,"7,8,9,6,3,16,11,13",16,0.67,0.0,0.33,8
3,11,7,1,89,2,996,10,2,"8,10,4,6,7,12,13,14,3",16,0.17,0.17,0.67,9
3,12,7,0,100,1,996,996,996,"11,7,13,14,15,1",16,0.33,0.17,0.5,6
3,13,7,3,100,1,996,996,996,"10,11,12,5,9,15,16",16,0.33,0.0,0.67,7
3,14,7,3,100,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.17,0.83,6
3,15,7,2,67,0,1,996,996,"1,12,13,14,4,9",16,0.5,0.17,0.33,6
3,16,7,1,83,2,996,10,7,"1,3,13,14,6,10",16,0.5,0.33,0.17,6
3,1,8,2,100,0,1,996,996,"12,2,3,14,16,9,13",16,0.43,0.29,0.29,7
3,2,8,1,60,1,996,996,996,"1,4,11,3,5",16,0.71,0.0,0.29,5
3,3,8,0,100,1,996,996,996,"1,2,9,11,5,16,10",16,0.43,0.14,0.43,7
3,4,8,0,100,1,996,996,996,"15,11,2",16,0.57,0.43,0.0,3
3,5,8,1,80,0,2,996,996,"2,3,8,13,12",16,0.43,0.43,0.14,5
3,6,8,0,86,0,3,996,996,"14,16,7,8,9,10,11",16,0.57,0.29,0.14,7
3,7,8,3,100,1,996,996,996,"6,16,8,10,11,12",16,0.57,0.43,0.0,6
3,8,8,0,83,1,996,996,996,"5,6,7,9,10,11",16,0.43,0.0,0.57,6
3,9,8,1,75,2,996,10,4,"6,8,1,15,10,3,13,12",16,0.14,0.71,0.14,8
3,10,8,1,83,0,0,996,996,"7,8,9,6,3,13",16,0.57,0.0,0.43,6
3,11,8,1,89,2,996,2,1,"8,4,6,7,12,13,14,3,2",16,0.14,0.29,0.57,9
3,12,8,0,100,1,996,996,996,"11,7,5,9,13,14,15,1",16,0.29,0.14,0.57,8
3,13,8,3,100,1,996,996,996,"10,11,12,5,9,1,15,16",16,0.29,0.0,0.71,8
3,14,8,3,100,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.14,0.86,6
3,15,8,1,80,1,996,996,996,"12,13,14,4,9",16,0.57,0.14,0.29,5
3,16,8,1,100,1,996,996,996,"1,3,13,14,6,7",16,0.43,0.43,0.14,6
3,1,9,1,50,2,996,9,6,"12,11,2,3,14,16,9,13",16,0.5,0.25,0.25,8
3,2,9,1,75,0,0,996,996,"1,4,3,5",16,0.62,0.0,0.38,4
3,3,9,0,86,0,3,996,996,"1,2,9,11,5,16,10",16,0.38,0.12,0.5,7
3,4,9,0,100,1,996,996,996,"9,15,11,2",16,0.5,0.38,0.12,4
3,5,9,2,100,2,996,2,4,"2,3,8,13,12",16,0.5,0.38,0.12,5
3,6,9,3,71,2,996,7,15,"14,16,7,8,9,10,11",16,0.62,0.25,0.12,7
3,7,9,3,83,2,996,6,1,"6,16,8,10,11,12",16,0.5,0.38,0.12,6
3,8,9,0,83,1,996,996,996,"5,6,7,9,10,11",16,0.38,0.0,0.62,6
3,9,9,1,75,0,2,996,996,"6,8,1,15,3,13,12,4",16,0.12,0.75,0.12,8
3,10,9,0,60,1,996,996,996,"7,8,6,3,13",16,0.62,0.0,0.38,5
3,11,9,1,89,2,996,1,10,"8,4,6,7,12,13,14,3,1",16,0.12,0.38,0.5,9
3,12,9,0,100,1,996,996,996,"11,7,5,9,13,14,15,1",16,0.25,0.12,0.62,8
3,13,9,3,100,1,996,996,996,"10,11,12,5,9,1,15,16",16,0.25,0.0,0.75,8
3,14,9,3,83,1,996,996,996,"1,11,12,15,16,6",16,0.0,0.12,0.88,6
3,15,9,1,80,2,996,9,5,"12,13,14,4,9",16,0.5,0.12,0.38,5
3,16,9,1,83,2,996,1,5,"1,3,13,14,6,7",16,0.38,0.38,0.25,6
3,1,10,1,100,1,996,996,996,"12,7,2,3,14,13,6",16,0.44,0.33,0.22,7
3,2,10,0,67,0,1,996,996,"1,4,3",16,0.67,0.0,0.33,3
3,3,10,3,100,1,996,996,996,"1,2,9,11,5,16,10",16,0.44,0.11,0.44,7
3,4,10,0,80,1,996,996,996,"9,5,15,11,2",16,0.44,0.33,0.22,5
3,5,10,2,100,1,996,996,996,"3,15,16,8,13,12,4",16,0.44,0.44,0.11,7
3,6,10,3,88,0,0,996,996,"14,16,1,8,9,10,11,15",16,0.56,0.33,0.11,8
3,7,10,3,100,0,2,996,996,"16,8,10,11,12,1",16,0.44,0.44,0.11,6
3,8,10,0,83,2,996,10,15,"5,6,7,9,10,11",16,0.33,0.0,0.67,6
3,9,10,2,100,1,996,996,996,"6,8,3,13,12,4",16,0.22,0.67,0.11,6
3,10,10,0,83,1,996,996,996,"7,8,6,3,11,13",16,0.56,0.0,0.44,6
3,11,10,1,100,1,996,996,996,"8,4,6,7,12,13,14,3,10",16,0.11,0.44,0.44,9
3,12,10,0,100,1,996,996,996,"11,7,5,9,13,14,15,1",16,0.22,0.11,0.67,8
3,13,10,3,100,1,996,996,996,"10,11,12,5,9,1,15,16",16,0.22,0.0,0.78,8
3,14,10,3,83,2,996,6,8,"1,11,12,15,16,6",16,0.0,0.11,0.89,6
3,15,10,1,100,2,996,6,8,"12,13,14,4,6,5",16,0.44,0.22,0.33,6
3,16,10,1,100,1,996,996,996,"3,13,14,6,7,5",16,0.33,0.44,0.22,6
3,1,11,1,86,2,996,2,9,"12,7,2,3,14,13,6",16,0.4,0.3,0.3,7
3,2,11,1,67,1,996,996,996,"1,4,3",16,0.7,0.0,0.3,3
3,3,11,3,100,1,996,996,996,"1,2,9,11,5,16,10",16,0.4,0.1,0.5,7
3,4,11,0,100,1,996,996,996,"9,5,15,11,2",16,0.4,0.3,0.3,5
3,5,11,2,100,2,996,8,11,"3,15,16,8,13,12,4",16,0.4,0.4,0.2,7
3,6,11,0,67,2,996,10,14,"16,1,8,9,10,11",16,0.6,0.3,0.1,6
3,7,11,2,100,1,996,996,996,"16,8,10,11,12,1",16,0.5,0.4,0.1,6
3,8,11,0,86,2,996,6,2,"5,6,7,14,9,11,15",16,0.3,0.1,0.6,7
3,9,11,2,100,1,996,996,996,"6,8,3,13,12,4",16,0.2,0.6,0.2,6
3,10,11,0,80,1,996,996,996,"7,6,3,11,13",16,0.5,0.0,0.5,5
3,11,11,1,100,1,996,996,996,"8,4,6,7,12,13,14,3,10",16,0.1,0.4,0.5,9
3,12,11,0,100,1,996,996,996,"11,7,5,9,13,14,15,1",16,0.2,0.1,0.7,8
3,13,11,3,100,1,996,996,996,"10,11,12,5,9,1,15,16",16,0.2,0.0,0.8,8
3,14,11,3,100,1,996,996,996,"1,11,12,15,16,8",16,0.0,0.2,0.8,6
3,15,11,1,100,2,996,4,10,"12,13,14,4,8,5",16,0.4,0.3,0.3,6
3,16,11,1,100,1,996,996,996,"3,13,14,6,7,5",16,0.3,0.4,0.3,6
4,1,1,3,0,0,0,996,996,"2,3,4,20,21,22",22,0.0,0.0,0.0,6
4,2,1,3,0,0,2,996,996,"1,3,4,5,21,22",22,0.0,0.0,0.0,6
4,3,1,3,0,0,2,996,996,"1,2,4,5,6,22",22,0.0,0.0,0.0,6
4,4,1,3,0,0,1,996,996,"1,2,3,5,6,7",22,0.0,0.0,0.0,6
4,5,1,3,0,0,1,996,996,"2,3,4,6,7,8",22,0.0,0.0,0.0,6
4,6,1,3,0,0,0,996,996,"3,4,5,7,8,9",22,0.0,0.0,0.0,6
4,7,1,3,0,0,0,996,996,"4,5,6,8,9,10",22,0.0,0.0,0.0,6
4,8,1,3,0,1,996,996,996,"5,6,7,9,10,11",22,0.0,0.0,0.0,6
4,9,1,3,0,0,2,996,996,"6,7,8,10,11,12",22,0.0,0.0,0.0,6
4,10,1,3,0,0,2,996,996,"7,8,9,11,12,13",22,0.0,0.0,0.0,6
4,11,1,3,0,0,2,996,996,"8,9,10,12,13,14",22,0.0,0.0,0.0,6
4,12,1,3,0,0,0,996,996,"9,10,11,13,14,15",22,0.0,0.0,0.0,6
4,13,1,3,0,0,0,996,996,"10,11,12,14,15,16",22,0.0,0.0,0.0,6
4,14,1,3,0,0,0,996,996,"11,12,13,15,16,17",22,0.0,0.0,0.0,6
4,15,1,3,0,0,2,996,996,"12,13,14,16,17,18",22,0.0,0.0,0.0,6
4,16,1,3,0,0,1,996,996,"13,14,15,17,18,19",22,0.0,0.0,0.0,6
4,17,1,3,0,0,2,996,996,"14,15,16,18,19,20",22,0.0,0.0,0.0,6
4,18,1,3,0,0,0,996,996,"15,16,17,19,20,21",22,0.0,0.0,0.0,6
4,19,1,3,0,0,2,996,996,"16,17,18,20,21,22",22,0.0,0.0,0.0,6
